"","OBJECTID","mun","semi_arido","newtipology","dens_mean","percent_medio_ab","IFDM_geral_2016","SNIS_G12A_2015","SNIS_G12B_2015","mediaciclo22","bioma_2014","grupo_SES_CRI_2014","ZK_incid_2016","ZK_incid_2017","ZK_incid_2018","ZK_incid_2019","chik_incid_2016","chik_incid_2017","chik_incid_2018","chik_incid_2019","dg_incid_2016","dg_incid_2017","dg_incid_2018","dg_incid_2019"
"1",1,"ABAIRA",0,4,17.1,100,"",NA,NA,3.5,1,"1",0,10.87,0,0,NA,NA,NA,NA,10.86,21.74,22.81,22.89
"2",2,"ABARE",1,4,12.42,100,"0.611513",19574,19574,4.25,3,"1",30.09,4.95,0,0,20.06,4.95,5.05,4.98,5.02,0,0,1075.38
"3",3,"ACAJUTIBA",NA,3,86.87,100,"0.510299",15717,NA,1.5,3,"1",0,0,0,19.79,0,0,0,72.56,0,0,0,224.29
"4",4,"ADUSTINA",0,3,27.29,70.49,"",17153,NA,3.75,3,"1",0,11.53,0,17.61,5.8,5.76,0,0,411.5,40.35,23.83,399.06
"5",5,"AGUA FRIA",0,3,23.46,100,"0.525544",17043,NA,1.5,3,"1",22.95,0,5.92,5.89,0,0,0,11.79,17.21,5.71,23.67,548.03
"6",6,"AIQUARA",0,3,28.26,100,"0.428362",4767,NA,4,3,"1",1074.82,0,0,0,147.52,42.33,0,0,189.67,84.66,0,67.48
"7",7,"ALAGOINHAS",NA,5,219.57,66.13,"0.668346",154495,154495,1.25,3,"1",54.07,2.56,1.99,27.71,6.44,0.64,0.66,60.69,15.45,13.46,10.61,333.78
"8",8,"ALCOBACA",NA,3,15.74,100,"0.546071",23282,NA,1.75,1,"1",175.73,4.28,0,0,475.76,1296.2,75.73,48.95,1358.71,38.5,22.27,31.15
"9",9,"ALMADINA",NA,1,24.72,100,"0.599554",6145,NA,3,1,"1",329.92,16.71,0,0,3645.66,0,0,0,890.8,0,0,18.3
"10",10,"AMARGOSA",0,1,88.12,86.77,"0.634804",37807,37807,4.75,3,"1",89.38,0,0,0,44.69,7.84,2.7,0,49.95,10.46,0,26.85
"11",11,"AMELIA RODRIGUES",NA,1,152.31,92.48,"0.591554",26441,NA,5.25,3,"3",NA,NA,NA,NA,60.55,0,0,7.97,3.78,0,0,1330.57
"12",12,"AMERICA DOURADA",0,3,20.41,100,"0.565623",16923,NA,1,3,"1",703.18,11.91,111.82,80.78,482.69,0,0,12.43,1120.31,29.77,80.76,385.24
"13",13,"ANAGE",0,3,14.83,100,"0.461822",20096,NA,2,1,"1",0,5.11,0,0,NA,NA,NA,NA,196.73,0,0,31.81
"14",14,"ANDARAI",0,3,8.63,100,"0.534308",13723,NA,4,1,"1",43.69,14.56,0,0,43.69,0,15.21,0,72.82,7.28,38.01,167.39
"15",15,"ANDORINHA",1,3,11.41,100,"0.50641",14791,NA,3.25,1,"1",32.15,0,0,47.96,321.52,6.46,0,6.85,469.42,32.28,0,274.07
"16",16,"ANGICAL",NA,3,9.61,99.61,"0.627828",14724,NA,4,1,"2",6.8,0,0,0,0,6.81,0,0,47.6,13.61,28.54,135.94
"17",17,"ANGUERA",0,3,60.7,100,"0.520575",11299,NA,5,3,"3",105.24,0,26.93,35.65,420.98,0,0,35.65,78.93,26.13,53.85,356.47
"18",18,"ANTAS",0,3,60.27,87.27,"0.493469",19183,NA,5,3,"1",294.09,5.11,15.71,0,1227.94,0,0,10.37,1810.96,5.11,0,36.29
"19",19,"ANTONIO CARDOSO",0,3,41.56,100,"0.593912",12225,NA,3.5,3,"3",24.59,0,0,17.12,0,0,0,0,16.39,8.19,8.55,462.21
"20",20,"ANTONIO GONCALVES",1,3,34.72,100,"0.501358",12187,NA,4,1,"1",775.71,0,8.54,0,633.91,0,0,0,417.05,16.57,34.14,59.33
"21",21,"APORA",NA,3,40.11,100,"0.584557",19146,NA,1.75,3,"1",46.82,0,0,0,93.64,0,0,5.64,5.2,0,0,78.96
"22",22,"APUAREMA",NA,3,51.35,100,"0.548025",7762,NA,3,3,"1",64.56,0,0,13.64,38.73,0,0,0,154.94,38.81,0,95.5
"23",23,"ARACAS",NA,3,26.32,100,"0.541963",NA,NA,3,1,"1",NA,NA,NA,NA,0,0,8.24,16.42,0,0,0,98.55
"24",24,"ARACATU",0,3,9.41,94.56,"0.547207",14089,NA,3.75,3,"1",21.39,0,0,7.61,NA,NA,NA,NA,149.75,14.32,0,38.07
"25",25,"ARACI",0,3,37.2,81.75,"0.485405",56370,56370,0.25,3,"1",3.59,0,0,1.84,21.57,3.58,1.85,9.19,12.58,12.51,3.7,356.76
"26",26,"ARAMARI",NA,3,30.86,100,"0.58587",11314,NA,2.75,3,"1",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,587.87
"27",27,"ARATACA",NA,3,26.83,100,"",11737,NA,3.75,1,"1",350.52,17.15,9.03,0,51.3,0,0,0,376.16,8.58,0,9.08
"28",28,"ARATUIPE",NA,3,52.58,100,"0.526268",9127,NA,4,1,"1",10.93,0,0,0,10.93,0,0,0,10.93,0,11.35,45.33
"29",29,"AURELINO LEAL",NA,1,28.94,100,"0.448537",13089,NA,2.25,3,"1",23.27,0,0,0,7.76,0,0,0,209.45,31.48,0,0
"30",30,"BAIANOPOLIS",NA,3,4.29,100,"0.444058",14195,NA,4.5,1,"2",7.01,0,0,0,7.01,0,0,50.44,7.01,6.98,0,223.39
"31",31,"BAIXA GRANDE",0,3,22.11,89.62,"0.479383",21197,NA,4,3,"3",60.77,51.39,9.76,0,958.26,495.26,0,0,313.19,308.37,0,9.77
"32",32,"BANZAE",0,3,33.55,100,"0.551396",13711,NA,2.75,1,"1",29.12,0,0,0,342.12,7.26,0,75.59,50.95,0,22.7,188.98
"33",33,"BARRA",0,4,4.78,84.14,"0.513426",NA,NA,5.25,1,"1",32.99,5.46,15.03,5.6,27.49,1.82,0,1.87,34.82,12.75,144.65,70.92
"34",34,"BARRA DA ESTIVA",0,3,13.41,100,"0.644293",22394,22394,4.5,1,"1",53.98,4.53,0,0,17.99,0,0,0,53.98,4.53,0,24.27
"35",35,"BARRA DO CHOCA",0,1,44.99,100,"0.599311",34853,34853,2.25,3,"1",81.35,0,0,3.16,0,5.86,0,0,37.77,17.58,6.25,50.63
"36",36,"BARRA DO MENDES",0,3,9.18,100,"0.57847",14526,NA,1.25,1,"1",13.73,0,0,21.64,0,6.87,0,21.64,6.86,6.87,0,2408.94
"37",37,"BARRA DO ROCHA",NA,3,29.56,100,"0.53332",6424,NA,5,1,"1",788.89,15.98,0,17.5,94.67,0,0,0,157.78,31.96,0,105.01
"38",38,"BARREIRAS",NA,5,19.79,60.31,"0.714347",153918,153918,4.5,1,"2",75.87,144,46.8,31.52,21.22,27.91,3.25,3.22,133.1,91.35,112.46,1484.83
"39",39,"BARRO ALTO",0,3,36.41,100,"0.522251",15377,NA,1.75,3,"1",NA,NA,NA,NA,0,0,0,87.07,39.75,6.57,0,227.71
"40",40,"BARRO PRETO",NA,3,30.71,100,"0.603521",NA,NA,4.5,1,"1",1727.66,47.99,0,0,3392.49,95.98,0,0,4774.62,287.95,17.41,0
"41",41,"Barrocas (BA)",NA,3,80.2,NA,"",NA,NA,2.5,3,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"BELMONTE",NA,1,12.32,100,"0.54892",23759,23759,2.75,1,"1",167.43,4.16,107.69,17.15,58.6,79.12,129.23,0,1431.5,199.89,1085.55,167.18
"43",43,"BELO CAMPO",0,3,23.7,100,"0.520733",18383,NA,4.25,3,"1",43.69,16.44,0,17.43,NA,NA,NA,NA,518.79,164.41,0,0
"44",44,"BIRITINGA",0,3,30.03,100,"0.467737",15799,NA,5,3,"1",NA,NA,NA,NA,0,0,0,12.52,0,6,0,563.24
"45",45,"BOA NOVA",0,3,16.85,100,"0.578246",14577,14577,4.75,1,"1",195.61,0,0,7.92,6.99,0,0,7.92,209.59,14.22,0,15.83
"46",46,"BOA VISTA DO TUPIM",0,3,6.57,100,"0.51414",18658,NA,3.75,1,"1",1465.46,0,0,0,865.96,15.38,0,5.38,845.46,25.64,16.11,102.28
"47",47,"BOM JESUS DA LAPA",0,5,17.03,99.81,"0.6201",69526,69526,4.25,1,"1",24.25,12.74,24.78,1.45,12.84,1.42,5.83,2.89,32.81,32.57,1096.07,112.8
"48",48,"BOM JESUS DA SERRA",0,3,22.48,100,"0.500035",10554,NA,3.5,3,"1",9.51,0,10.06,0,28.53,0,0,0,19.02,0,0,30.36
"49",49,"BONINAL",0,4,16.36,94.69,"0.420036",14585,NA,5,1,"1",34.07,0,7,13.92,13.63,0,0,20.88,102.21,0,0,988.31
"50",50,"BONITO",0,3,21.49,100,"0.584018",16873,NA,4,1,"1",41.16,0,6.01,0,35.28,0,6.01,0,182.29,11.67,0,214.75
"51",51,"BOQUIRA",0,4,15.74,89.2,"0.639615",NA,NA,3.25,1,"1",204.92,13.35,23.23,41.84,8.91,17.81,0,23.25,160.37,17.81,69.7,181.33
"52",52,"BOTUPORA",0,3,17.46,100,"",11021,NA,5,3,"1",1067.81,110.11,9.71,9.79,54.76,9.18,0,9.79,237.29,229.4,0,822.64
"53",53,"BREJOES",0,3,29.25,100,"0.562356",15214,15214,4.75,3,"1",270.34,0,6.96,0,0,0,0,7,6.59,0,20.88,13.99
"54",54,"BREJOLANDIA",0,3,4.79,100,"0.494133",10698,NA,4.75,1,"2",NA,NA,NA,NA,0,0,76.24,0,65.01,9.23,1115.03,1060.91
"55",55,"BROTAS DE MACAUBAS",0,4,4.66,100,"0.544495",11070,NA,4.5,1,"1",316.77,18.22,19.34,127.06,217.21,0,9.67,39.1,72.4,18.22,29.01,518.03
"56",56,"BRUMADO",0,5,31.47,88.84,"0.742591",69255,69255,1.25,3,"1",1065.16,7.18,5.97,29.76,24.47,1.44,1.49,13.39,54.7,5.74,2.98,447.95
"57",57,"BUERAREMA",NA,1,87.79,100,"0.477811",19283,NA,1,1,"1",1868.29,20.77,0,0,2641.55,41.55,0,10.9,5174.11,160.99,10.87,81.75
"58",58,"BURITIRAMA",0,4,5.36,76.33,"0.473283",NA,NA,5,1,"1",23.07,0,18.99,4.72,4.61,4.59,9.49,0,32.3,192.78,422.46,42.5
"59",59,"CAATIBA",0,3,19.6,100,"0.501405",10166,NA,2.25,3,"1",169.26,0,0,14.8,79.65,38.26,0,0,418.16,76.52,0,0
"60",60,"CABACEIRAS DO PARAGUACU",0,3,86.47,100,"0.598492",18978,18978,4.5,3,"1",281.26,0,0,0,5.21,0,0,5.32,57.29,0,0,568.94
"61",61,"CACHOEIRA",NA,5,87.55,100,"0.575233",34535,34535,1.75,1,"1",71.4,2.85,0,2.99,5.71,0,5.91,17.93,37.13,0,5.91,313.71
"62",62,"CACULE",0,1,38.77,100,"0.639611",23545,NA,5.25,3,"1",84.44,0,4.34,0,38,0,0,0,363.1,8.4,8.68,306.43
"63",63,"CAEM",0,3,18.82,100,"0.504277",10143,NA,3.75,1,"1",78.59,49.71,0,32.56,19.65,29.83,21.34,0,0,9.94,10.67,2626.72
"64",64,"CAETANOS",0,3,18.28,96.59,"0.462552",15982,NA,2.75,3,"1",56.09,0,0,0,6.23,0,0,0,6.23,0,0,27.51
"65",65,"CAETITE",0,1,19.87,71.77,"0.624236",52531,NA,1.75,1,"1",3.8,3.78,1.97,1.96,18.98,3.78,0,3.92,134.74,17.03,11.8,158.9
"66",66,"CAFARNAUM",0,3,29.39,100,"0.479324",18695,NA,1,3,"1",47.58,10.52,5.45,0,10.57,5.26,0,43.39,15.86,5.26,10.9,1941.75
"67",67,"CAIRU",NA,3,40.07,100,"0.606872",17730,17730,1.5,1,"1",61.16,0,0,5.5,22.24,0,0,11,50.04,5.49,0,66.02
"68",68,"CALDEIRAO GRANDE",0,3,29.77,94.51,"0.56095",13641,NA,4.75,3,"1",960.2,0,0,0,183.24,7.29,7.54,0,29.32,7.29,0,1530.73
"69",69,"CAMACAN",NA,1,56.86,100,"0.475966",33197,33197,1.25,1,"1",1154.64,6,0,3.13,1638.75,12.01,3.13,3.13,2736.27,24.02,0,18.76
"70",70,"CAMACARI",NA,5,371.91,81.55,"0.688029",286919,286919,0.25,3,"3",19.17,11.79,12.26,38.78,11.3,10.1,84.77,240.36,11.98,14.15,17.7,457.66
"71",71,"CAMAMU",NA,3,43.52,87.21,"0.510486",36435,36435,1,1,"1",435.1,0,0,0,224.39,0,8.51,0,101.25,10.92,8.51,22.65
"72",72,"CAMPO ALEGRE DE LOURDES",1,3,10.78,73.9,"0.544883",29938,29938,4.5,1,"1",10,3.33,0,3.47,0,3.33,3.47,0,20,3.33,76.27,55.56
"73",73,"CAMPO FORMOSO",1,1,10.21,89.06,"0.50945",72271,72271,1.75,1,"1",1325.26,4.08,0,4.21,715.28,4.08,0,8.43,961.46,66.71,4.23,58.98
"74",74,"CANAPOLIS",NA,3,22.04,100,"",10142,10142,5,1,"1",NA,NA,NA,NA,0,0,20.58,0,0,59.11,823.13,545.77
"75",75,"CANARANA",0,3,46.06,100,"0.518267",26382,NA,1.25,3,"1",0,3.72,0,0,11.24,0,0,15.28,29.96,11.17,207.53,2124.08
"76",76,"CANAVIEIRAS",NA,5,24.83,87.27,"0.538205",33268,33268,3.5,3,"1",169.03,9.09,3.19,0,329.01,57.57,3.19,6.43,682.16,115.14,3.19,28.94
"77",77,"CANDEAL",0,3,19.87,100,"0.451131",9011,NA,4.5,3,"3",22.49,0,0,12.11,101.19,11.32,0,36.33,11.24,56.58,0,1150.4
"78",78,"CANDEIAS",NA,5,354.77,74.25,"0.638121",88806,88806,1.25,3,"5",156.83,14.49,5.77,3.45,44.81,7.8,1.15,2826.27,34.73,13.38,4.61,101.06
"79",79,"CANDIBA",0,3,33.97,70.83,"0.577496",14667,NA,3.5,3,"1",13.58,0,0,0,0,0,0,6.98,6.79,0,0,1606.26
"80",80,"CANDIDO SALES",0,1,22.88,100,"0.481805",26855,NA,2.25,1,"1",691.33,26.24,0,19.85,168.16,393.64,0,3.97,2167.41,1379.62,7.9,43.67
"81",81,"CANSANCAO",0,3,26.71,100,"0.453112",35235,NA,3.25,3,"1",839.22,0,0,11.48,5259.66,11.05,0,2.87,614.87,2.76,0,192.34
"82",82,"CANUDOS",1,3,5.4,99.91,"0.511552",17177,NA,4,1,"1",992.92,0,0,0,1265.82,0,0,0,3321.33,0,0,281.98
"83",83,"CAPELA DO ALTO ALEGRE",0,3,19.38,100,"0.458914",12118,NA,2.75,3,"3",98.34,24.59,0,34.37,90.14,0,0,0,16.39,0,0,206.24
"84",84,"CAPIM GROSSO",0,5,67.09,97.28,"0.555649",29346,29346,4.75,3,"1",327.12,22.3,0,39.14,734.42,0,0,143.5,352.78,12.74,3.28,887.09
"85",85,"CARAIBAS",0,3,12.28,100,"0.512869",10016,10016,1,3,"1",30.33,0,0,0,NA,NA,NA,NA,434.78,0,0,0
"86",86,"CARAVELAS",NA,3,9.52,100,"0.560276",22548,NA,0.5,1,"1",203.13,39.58,0,4.54,401.84,681.62,13.68,4.54,980.31,61.57,13.68,90.84
"87",87,"CARDEAL DA SILVA",NA,3,33.43,100,"0.518321",9747,NA,2.5,3,"1",387.4,0,0,0,1835.05,0,0,86.07,428.18,0,0,1355.57
"88",88,"CARINHANHA",0,3,11.88,96.86,"0.520725",29955,29955,4.25,1,"1",459.37,0,0,0,49.93,0,0,0,848.84,0,624.89,13.78
"89",89,"CASA NOVA",1,5,7.55,85.2,"0.557141",72172,72172,2.75,1,"1",112.64,0,49.04,5.56,53.57,2.73,19.62,1.39,427.21,4.09,494.63,34.74
"90",90,"CASTRO ALVES",0,1,38.05,100,"0.56778",27286,27286,4.75,3,"1",1726.74,0,0,0,552.26,0,0,0,180.41,11.01,0,125.65
"91",91,"CATOLANDIA",NA,3,5.25,100,"0.591833",3672,NA,4,1,"2",81.19,0,0,0,NA,NA,NA,NA,0,54.51,0,0
"92",92,"CATU",NA,5,131.25,80.69,"0.600273",55719,NA,2.75,3,"1",12.49,1.77,0,25.59,14.28,1.77,1.84,133.45,7.14,3.54,11.02,138.93
"93",93,"CATURAMA",0,4,13.63,100,"0.537154",9762,9762,4.75,3,"1",891.03,0,0,0,20.48,0,10.71,0,389.18,20.48,42.83,2283.2
"94",94,"CENTRAL",0,3,31.63,100,"0.512291",18140,NA,2.75,3,"1",11.15,0,0,0,27.88,0,0,0,39.03,0,11.59,104.25
"95",95,"CHORROCHO",1,4,3.85,100,"0.637227",11522,11522,5,1,"1",0,0,0,8.95,17.3,0,0,8.95,17.3,8.63,0,161.05
"96",96,"CICERO DANTAS",0,1,40.03,94.83,"0.44003",34478,NA,1.75,3,"1",83.86,0,0,0,662.21,0,0,0,604.38,0,0,113.79
"97",97,"CIPO",0,1,113.49,100,"0.472644",17602,NA,3.75,3,"1",5.66,0,5.85,5.78,5.66,0,5.85,69.36,0,0,0,86.71
"98",98,"COARACI",NA,5,70.61,97.25,"0.537759",19770,NA,2,1,"1",975.08,105.14,11.46,0,1083.42,141.94,0,5.88,1181.45,389.02,45.82,70.62
"99",99,"COCOS",0,4,1.92,100,"0.569111",NA,NA,3.5,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10.65
"100",100,"CONCEICAO DA FEIRA",NA,1,138.59,97.84,"0.619776",22656,22656,1.25,3,"1",48.16,8.69,0,0,17.51,0,4.47,22.14,8.76,4.34,0,646.56
"101",101,"CONCEICAO DO ALMEIDA",NA,3,64.17,100,"0.557055",18525,NA,2,3,"1",60.18,0,0,5.8,103.95,5.49,0,17.39,10.94,0,0,249.32
"102",102,"CONCEICAO DO COITE",0,5,66.86,72.73,"0.578535",68146,68146,1,3,"1",194.48,1.46,0,0,1174.22,0,0,0,546.59,1.46,1.51,108.09
"103",103,"CONCEICAO DO JACUIPE",NA,5,286.09,100,"0.630266",33354,NA,4.75,3,"3",20.82,0,0,30.16,26.77,0,0,42.23,38.66,5.9,18.23,947.12
"104",104,"CONDE",NA,3,28.37,100,"0.589437",26194,NA,0,3,"3",37.86,7.58,7.8,69.67,45.43,45.5,0,537.99,7.57,3.79,0,255.45
"105",105,"CONDEUBA",0,3,13.52,100,"0.602121",18269,NA,4,1,"1",5.49,16.49,17.32,0,27.43,5.5,5.77,5.8,142.63,10.99,0,75.38
"106",106,"CONTENDAS DO SINCORA",0,3,4.41,100,"0.671716",4326,NA,5.25,1,"1",0,0,0,24.59,NA,NA,NA,NA,92.76,23.26,0,319.72
"107",107,"CORACAO DE MARIA",0,3,63.32,100,"0.577686",23146,NA,5.25,3,"3",4.17,0,0,0,4.17,4.18,589.81,30.97,16.69,0,57.22,3901.79
"108",108,"CORDEIROS",0,3,16.94,100,"0.575041",8834,NA,4.5,1,"1",67.64,0,0,0,11.27,0,0,0,33.82,11.23,0,0
"109",109,"CORIBE",0,4,5.62,100,"0.503388",14976,NA,2.5,1,"1",NA,NA,NA,NA,0,0,0,0,147.12,0,28.09,1387.91
"110",110,"CORONEL JOAO SA",0,3,19.19,100,"0.515044",17098,17098,3.5,3,"1",271.37,0,0,0,1492.54,11.89,0,0,1899.59,0,0,119.53
"111",111,"CORRENTINA",NA,3,2.9,87.69,"0.507682",33183,33183,4.25,1,"1",NA,NA,NA,NA,0,0,0,3.11,303.53,41.97,2104.05,3690.45
"112",112,"COTEGIPE",NA,3,3.36,100,"0.574565",14403,NA,3,1,"2",0,6.94,413.16,108.84,0,0,14.5,137.86,0,27.75,28.99,253.95
"113",113,"CRAVOLANDIA",0,3,30.5,100,"0.567375",5560,5560,2.5,1,"1",610.63,0,0,0,71.84,0,0,0,0,0,0,37.39
"114",114,"CRISOPOLIS",0,3,34.09,98.85,"0.53193",21617,NA,2.75,3,"1",18.43,0,0,9.48,0,0,0,23.69,4.61,0,0,232.19
"115",115,"CRISTOPOLIS",NA,3,13.63,100,"0.618305",14302,NA,4.75,1,"2",355.3,6.94,7.21,0,6.97,0,0,0,222.93,34.71,43.25,1207.76
"116",116,"CRUZ DAS ALMAS",NA,5,464.01,71.88,"0.690135",64197,64197,2.75,3,"1",91.4,1.54,0,4.74,6.2,0,3.18,25.3,12.39,3.08,3.18,336.82
"117",117,"CURACA",1,3,5.95,84.14,"0.575818",35208,35208,1.75,1,"1",28.31,2.81,2.91,0,11.33,0,0,0,8.49,2.81,0,20.17
"118",118,"DARIO MEIRA",0,3,28.68,100,"0.431773",12022,NA,2.75,1,"1",826.03,0,0,0,101.15,0,0,0,261.29,8.54,0,56.02
"119",119,"DIAS D'AVILA",NA,5,430.99,80.41,"0.649096",NA,NA,1.25,3,"3",18.89,17.36,8.78,11.1,22.67,12.4,2.51,25.9,23.93,73.15,28.86,65.36
"120",120,"DOM BASILIO",0,3,18.23,95.53,"0.641303",NA,NA,3.25,3,"1",0,0,24.68,24.59,0,0,16.45,0,15.93,0,378.45,245.92
"121",121,"DOM MACEDO COSTA",NA,3,44.32,100,"0.685003",4153,NA,5.25,3,"1",71.41,0,0,0,0,0,0,0,71.41,0,0,739.28
"122",122,"ELISIO MEDRADO",0,3,47.11,100,"0.577159",8434,NA,4.5,3,"1",NA,NA,NA,NA,0,0,0,0,11.84,0,0,12.31
"123",123,"ENCRUZILHADA",0,1,10.5,100,"0.4815",20331,20331,1.5,1,"1",25.21,0,0,0,5.04,10.32,0,0,867.07,15.48,0,129.37
"124",124,"ENTRE RIOS",NA,1,36.35,86.76,"0.503694",43006,43006,2.75,1,"1",23.16,0,0,43.08,27.8,0,0,761.13,18.53,0,0,820.97
"125",125,"ERICO CARDOSO",0,3,15.51,100,"0.528789",11437,NA,2.5,1,"1",17.54,0,0,56.55,0,8.92,0,0,43.84,8.92,28.14,1950.99
"126",126,"ESPLANADA",NA,1,28.54,81.29,"0.510331",36724,NA,1.75,3,"1",13.48,0,2.71,676.75,5.39,0,0,942.61,2.7,5.28,0,773.42
"127",127,"EUCLIDES DA CUNHA",0,3,30.92,100,"0.51823",60666,60666,2,1,"1",613.46,1.61,0,21.46,1137.65,4.84,0,8.25,572.88,4.84,23.39,2396.63
"128",128,"EUNAPOLIS",NA,5,80.14,93.6,"0.682823",113191,113191,5,3,"1",295.78,114.49,6.23,9.7,68.26,1814.55,32.94,12.35,598.56,456.24,37.39,72.32
"129",129,"FATIMA",0,3,51.37,100,"0.624873",18481,NA,5,3,"1",32.5,0,0,0,173.34,0,0,0,81.25,5.42,11.36,430.41
"130",130,"FEIRA DA MATA",0,4,5.03,100,"0.506222",NA,NA,2.75,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,219.67,0,0,35.3
"131",131,"FEIRA DE SANTANA",0,5,477.33,72.16,"0.663777",617528,617528,2.5,3,"3",59.26,34.42,18.2,6.67,62.96,29.64,16.72,61.31,43.36,23.91,104.93,1920.89
"132",132,"FILADELFIA",1,3,29.64,100,"0.587923",17583,NA,3.5,3,"1",58.19,5.82,0,73.27,2973.7,11.64,6.09,0,17.46,5.82,0,61.06
"133",133,"FIRMINO ALVES",NA,3,33.68,100,"0.562784",5786,NA,1.5,3,"1",4445.21,0,0,0,465.2,0,0,0,1722.95,171.76,0,71.21
"134",134,"FLORESTA AZUL",NA,3,35.14,95.89,"0.506707",11313,NA,3.5,3,"1",1028.46,8.89,0,0,6525.4,17.79,0,9.41,1445.16,35.57,56.15,84.67
"135",135,"FORMOSA DO RIO PRETO",NA,1,1.61,96.46,"0.613295",25372,NA,3.25,1,"2",0,0,0,3.91,3.9,3.86,0,0,3.9,3.86,11.85,11.72
"136",136,"GANDU",NA,5,143.84,90.28,"0.537347",32809,32809,3,1,"1",115.05,6.02,0,0,127.16,6.02,0,6.17,12.11,0,6.21,21.6
"137",137,"GAVIAO",0,3,12.32,100,"0.579404",4712,4712,3.5,3,"3",21.1,42.33,0,448.13,0,0,0,0,84.39,126.98,0,291.28
"138",138,"GENTIO DO OURO",0,3,3.04,94.89,"0.463742",11423,11423,2,1,"1",NA,NA,NA,NA,8.62,0,0,8.9,8.62,0,481.88,462.92
"139",139,"GLORIA",1,3,10.09,100,"0.612312",16072,16072,3.75,1,"1",170.78,0,0,0,227.7,25.25,0,13.14,752.69,50.51,19.73,275.93
